Country code,Country name,Series code,Series name,SCALE,Decimals,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
SYC,Seychelles,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,119.51,146.31,157.54,145.05,169.48,174.24,172.46,322.33,315.77,361.62,381.56,443.66,370.72,404.55,578.06,484.35,477.82,364.77,404.36,,,
SYR,Syrian Arab Republic,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1008.32,1077.77,977.16,985.09,942.55,946.86,897.54,903.65,1019.03,1093.71,1042.81,949.47,839.54,1034.07,941.31,842.85,850.01,835.93,808.02,,,
TCA,Turks and Caicos Islands,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
TCD,Chad,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,29.78,13.03,15.24,20.34,19.15,18.92,19.17,19.40,18.14,19.44,28.53,25.01,22.57,44.47,32.96,29.73,30.21,34.23,36.82,,,
TGO,Togo,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,230.24,252.75,260.94,318.11,266.11,282.62,288.64,234.89,284.22,365.42,325.23,279.15,284.13,328.53,304.58,288.38,252.85,266.49,280.60,,,
THA,Thailand,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,426.90,476.61,481.52,499.96,509.34,534.56,563.88,592.46,587.79,594.27,580.58,612.07,617.44,613.87,629.14,618.08,606.98,573.98,567.29,,,
TJK,Tajikistan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,697.17,597.18,345.50,410.38,568.62,425.68,468.99,456.24,374.06,347.78,261.65,261.96,254.85,236.72,234.28,293.60,264.05,,,
TKM,Turkmenistan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,2261.55,2476.72,3624.05,4038.69,3921.56,4219.04,3441.08,3983.60,3409.91,3151.94,2817.47,2528.26,1981.27,1847.08,1741.93,1628.92,1537.54,,,
TMP,Timor-Leste,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,252.58,252.32,264.27,248.79,269.50,255.17,234.51,,,
TON,Tonga,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,269.75,301.77,288.97,324.99,320.71,319.00,319.34,332.39,312.03,349.45,319.41,355.20,351.75,422.14,409.29,412.59,412.03,424.63,413.89,,,
TTO,Trinidad and Tobago,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1289.53,1558.62,1580.03,1285.01,1464.53,1487.92,1487.00,1278.19,1191.48,1348.08,1364.69,1338.27,1331.40,1198.37,1265.32,1173.03,1154.48,1183.26,1552.86,,,
TUN,Tunisia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,404.87,454.92,409.30,439.92,411.87,397.23,394.84,378.64,383.88,368.60,382.64,381.06,378.42,364.99,361.08,352.77,338.65,328.68,329.17,,,
TUR,Turkey,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,344.41,344.24,333.55,329.43,340.09,344.59,349.60,342.51,338.96,335.99,345.66,329.90,328.54,331.58,312.76,303.83,313.22,325.66,322.76,,,
TUV,Tuvalu,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
TZA,Tanzania,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,111.54,112.15,108.14,119.30,108.96,152.84,142.42,114.55,97.94,92.75,92.35,102.79,110.09,109.20,115.81,126.04,124.89,130.86,130.38,,,
UGA,Uganda,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,82.11,80.93,79.27,69.75,59.41,68.49,69.04,70.73,79.64,76.73,81.84,82.83,79.60,75.40,75.27,90.32,94.31,103.02,110.81,,,
UKR,Ukraine,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,1854.41,1839.98,1954.28,2220.52,2281.30,1946.10,1910.76,1937.39,1764.67,1620.42,1526.11,1541.95,1339.83,1289.05,1161.55,1079.99,1040.65,,,
UMC,Upper middle income,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,857.24,868.08,887.33,867.13,845.24,843.42,823.44,779.55,747.35,723.52,695.02,683.78,671.69,710.58,723.89,715.05,706.57,677.28,659.43,,,
URY,Uruguay,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,175.91,193.77,203.81,171.50,145.56,166.74,187.19,176.05,172.45,207.94,167.29,166.89,164.19,162.10,188.36,180.44,199.09,167.38,213.95,,,
USA,United States,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,612.26,612.72,593.24,611.15,593.77,580.21,570.32,561.85,533.05,515.67,493.60,477.42,473.01,464.35,455.82,444.79,426.97,423.91,414.84,,,
UZB,Uzbekistan,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,3142.05,3343.45,3302.19,3029.85,3046.43,2856.33,3163.43,3029.13,2981.12,2910.73,2910.62,2700.17,2437.43,2093.22,2053.09,1883.01,1862.72,,,
VCT,St. Vincent and the Grenadines,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,168.24,159.61,162.57,197.61,240.10,259.33,263.01,232.19,268.50,262.88,241.40,269.10,269.72,271.94,255.16,254.56,236.71,218.05,215.24,,,
VEN,"Venezuela, RB",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,646.07,556.39,481.12,563.55,603.06,594.82,549.10,563.36,701.58,769.74,655.49,717.62,881.98,950.39,703.82,605.03,530.00,521.83,516.22,,,
VIR,Virgin Islands (U.S.),EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
VNM,Vietnam,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,358.38,338.91,325.54,309.07,325.17,330.08,354.84,432.17,431.15,413.62,432.14,464.99,502.72,521.44,619.19,584.50,434.48,537.21,573.24,,,
VUT,Vanuatu,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,324.32,297.90,290.37,288.21,264.27,261.63,326.69,324.93,123.65,123.12,111.30,120.36,125.65,126.47,121.14,72.02,58.23,92.32,98.65,,,
WBG,West Bank and Gaza,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,49.69,65.14,64.94,83.28,165.43,158.55,163.98,225.12,311.27,,,,,,
WLD,World,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,627.86,628.94,607.19,597.21,590.22,584.47,575.74,564.35,549.18,525.36,514.66,515.61,506.31,512.76,514.27,511.55,502.20,485.44,,,,
WSM,Samoa,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,294.92,301.86,311.36,299.10,289.36,296.24,276.16,273.95,267.55,276.11,257.99,247.24,236.80,237.63,232.29,228.36,223.55,223.67,213.04,,,
YEM,"Yemen, Rep.",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,-137.12,453.23,595.22,375.08,442.50,392.25,491.07,471.31,349.00,386.86,390.41,414.37,386.85,411.88,432.24,434.55,436.79,446.93,458.83,,,
ZAF,South Africa,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,1188.11,1246.48,1194.69,1244.42,1263.08,1206.24,1173.39,1183.58,1180.31,1149.45,1096.39,1050.21,971.00,1033.05,1074.59,1006.02,946.83,958.01,930.31,,,
ZAR,"Congo, Dem. Rep.",EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,177.19,178.49,192.23,209.32,158.32,188.16,208.20,198.68,174.88,162.06,127.50,123.85,118.02,122.69,154.56,150.78,149.03,145.48,151.17,,,
ZMB,Zambia,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,249.23,246.33,254.85,242.90,257.26,237.45,191.28,236.72,233.44,178.42,173.30,173.20,173.15,175.79,167.40,170.24,162.08,114.90,119.39,,,
ZWE,Zimbabwe,EN.ATM.CO2E.PP.GD.KD,"CO2 emissions per units of GDP (kg/$1,000 of 2005 PPP $)",0,1,,,,,,,,,,,,,,,,,,,,,,
